Título,Engenharia
DETERMINAÇÃO DO POTENCIAL EÓLICO DE TURIAÇU/MA: O APROVEITAMENTO DA ENERGIA GERADA PELOS VENTOS,1
DESENVOLVIMENTO DE UM MULTÍMETRO COM APLICAÇÃO DA TECNOLOGIA DE INTERNET DAS COISAS,2
ANÁLISE DA EXPERIÊNCIA DE PROFESSORES NO ENSINO DE PARADIGMAS EM UNIVERSIDADES FEDERAIS NAS CAPITAIS DO NORDESTE BRASILEIRO.,2
MONITORAMENTO AMBIENTAL DE LÍNGUA NEGRA COM USO DE DRONE E PROCESSAMENTO DE IMAGENS.,2
UMA AVALIAÇÃO DO MANEJO DOS RESÍDUOS SÓLIDOS DOMICILIARES: POSSIBILIDADES E LIMITAÇÕES DE UMA ATUAÇÃO CIDADÃ NO MUNICÍPIO DE SÃO LUÍS (MA).,0
PROJETO DE UM PROTÓTIPO DE IMPRESSORA DE BRAILLE USANDO CNC E ALGORITMO DE CONVERSÃO DE TEXTO PARA BRAILLE,2
PANORAMA DA MORTALIDADE POR CÂNCER NO ESTADO DO MARANHÃO: UMA ANÁLISE LONGITUDINAL DE 2000 A 2019,2
ENSINO DE DEVOPS NA PRÁTICA: UMA EXPERIÊNCIA EM LABORATÓRIO DE ENGENHARIA DE SOFTWARE,2
PROJETO DE UM PROTÓTIPO DE IMPRESSORA DE BRAILLE USANDO CNC E ALGORITMO DE CONVERSÃO DE TEXTO PARA BRAILLE,2
ANÁLISE MATRICIAL DE ESTRUTURAS APLICADA A PÓRTICOS PLANOS,1
ACESSIBILIDADE DIGITAL NOS PORTAIS DO GOVERNO FEDERAL,0
O DESCARTE DE LIXO ELETRÔNICO NOS ECOPONTOS DA CIDADE DE SÃO LUÍS-MA,1
DESENVOLVIMENTO DE UMA APLICAÇÃO WEB PARA GERENCIAMENTO DE AFASTAMENTO DE SERVIDORES PARA PÓS-GRADUAÇÃO STRICTO SENSU NA UNIVERSIDADE FEDERAL DO MARANHÃO,2
ACESSIBILIDADE ESPACIAL NO TRANSPORTE PÚBLICO: UM ESTUDO DE CASO DAS LINHAS DO LOTE III INTEGRADAS AO TERMINAL DO SÃO CRISTÓVÃO,0
ESTUDO DA VIABILIDADE DO APROVEITAMENTO SOLAR APLICADO EM HOSPITAIS DE SÃO LUÍS - MA,1
MAPEAMENTO SODA: ANÁLISE DA EXPERIÊNCIA DO ENSINO REMOTO EMERGENCIAL NA UFMA COMO APRENDIZADO PARA MODELO DE ENSINO HÍBRIDO.,0
MAPEAMENTO SODA: ANÁLISE DA EXPERIÊNCIA DO ENSINO REMOTO EMERGENCIAL NA UFMA COMO APRENDIZADO PARA MODELO DE ENSINO HÍBRIDO.,0
ACESSIBILIDADE DIGITAL NOS PORTAIS DO GOVERNO FEDERAL,0
DETECÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL UTILIZANDO YOLO V8,6
SEGMENTAÇÃO DE PASTILHAS CERÂMICAS E FILMES POLIMÉRICOS SOBRE PAPEL MILIMETRADO PARA O CÁLCULO DE SUAS ÁREAS PARA MEDIDAS ELÉTRICAS,2
ENSINO DE DEVOPS NA PRÁTICA: UMA EXPERIÊNCIA EM LABORATÓRIO DE ENGENHARIA DE SOFTWARE,2
DESENVOLVIMENTO DE WEBSCRAPPING E DASHBOARD PARA ANÁLISE DO EFEITO DA IDADE RELATIVA,2
HOMESERVER COM RASPBERRY PI: SEU PRÓPRIO PROVEDOR DE SERVIÇOS,2
VARIAÇÃO ESTACIONAL E ANUAL DA PRECIPITAÇÃO NA CIDADE DE IMPERATRIZ/MA,0
DESPESAS EM DIA: UMA SOLUÇÃO MÓVEL ADAPTÁVEL PARA CONTROLE FINANCEIRO INDIVIDUAL E COLETIVO,2
ESTUDO SOBRE GERENCIAMENTO DE RESÍDUOS SÓLIDOS NA ASSEMBLEIA LEGISLATIVA DO ESTADO DO MARANHÃO _x0096_ ALEMA,5
ANÁLISE DESCRITIVA DA IMPLEMENTAÇÃO DE ARQUITETURA LIMPA EM APLICAÇÕES WEB: UM ESTUDO DE CASO,2
APLICAÇÃO DE BUSINESS INTELLIGENCE PARA GERENCIAMENTO DA MANUTENÇÃO DE SUBESTAÇÕES DE MÉDIA TENSÃO,2
IMPLANTAÇÃO DO CENTRO DE CONTROLE E OPERAÇÃO (CCO) NOS RESERVATÓRIOS OPERADOS PELA CAEMA.,1
MICROCONTROLADOR PROGRAMÁVEL: UMA PROPOSTA PARA AVALIAR A EFICIÊNCIA CATALÍTICA,0
REDES NEURAIS CONVOLUCIONAIS APLICADO A CLASSIFICAÇÃO DE PARASITAS INTESTINAIS EM IMAGENS MICROSCÓPICAS.,2
UMA VISÃO GERAL DO USO DO RÁDIO DEFINIDO POR SOFTWARE (SDR) EM SATÉLITES,4
REVISÃO SISTEMÁTICA SOBRE A INFLUÊNCIA DAS VIGAS FRIAS NA REDUÇÃO DA CARGA TÉRMICA EM EDIFÍCIOS: UMA ANÁLISE DO DESEMPENHO DE RESFRIAMENTO,1
"GESTÃO, PLANEJAMENTO E DESENHO URBANO: UM ESTUDO DE CASO SOBRE A MOBILIDADE E TENDÊNCIAS DE DESENVOLVIMENTO URBANÍSTICO EM SÃO LUÍS",1
PROPOSTA DE IMPLEMENTAÇÃO DE DRONE NA ARQUEAÇÃO: ESTUDO DE CASO DE UMA ARQUEAÇÃO CONVENCIONAL NO PORTO DO ITAQUI - MA.,1
PRINCIPAIS DIFICULDADES ENFRENTADAS PELOS COLABORADORES DA MANUTENÇÃO PREDIAL DO HUUFMA NO ACESSO A PROJETOS DE ENGENHARIA COM O USO DE QR CODE.,1
GERENCIAMENTO DE RESÍDUOS SÓLIDOS PRODUZIDOS EM CANTEIROS DE OBRA DA CONSTRUÇÃO CIVIL: UMA NECESSIDADE PARA O DESENVOLVIMENTO SUSTENTÁVEL CONSCIENT E.,1
ESTUDO DA VIABILIDADE DO APROVEITAMENTO SOLAR APLICADO EM HOSPITAIS DE SÃO LUÍS - MA,1
PROPOSTA DE IMPLEMENTAÇÃO DE DRONE NA ARQUEAÇÃO: ESTUDO DE CASO DE UMA ARQUEAÇÃO CONVENCIONAL NO PORTO DO ITAQUI - MA.,0
DESENVOLVIMENTO DE UM MULTÍMETRO COM APLICAÇÃO DA TECNOLOGIA DE INTERNET DAS COISAS,2
ANÁLISE DE DOIS ÍNDICES DE CRIMINALIDADE NA GRANDE ILHA: UM ESTUDO DE CASO SOBRE ROUBOS E HOMICÍDIOS NOS ANOS DE 2021 E 2022,0
O IMPACTO DA TECNOLOGIA EM ÓRGÃO DA ADMINISTRAÇÃO PÚBLICA ESTADUAL: UM ESTUDO SOBRE A DIGITALIZAÇÃO DE PROCESSOS ADMINISTRATIVOS,0
CLEAN CODE NA ATIVIDADE EMPRESARIAL: MELHORIA DO DESEMPENHO E EFICIÊNCIA NO DESENVOLVIMENTO DE SOFTWARE,0
DETERMINAÇÃO DO POTENCIAL EÓLICO DE TURIAÇU/MA: O APROVEITAMENTO DA ENERGIA GERADA PELOS VENTOS,0
ALGORITMOS RANDOMIZADOS: APLICAÇÕES E DESEMPENHO DOS TIPOS MONTE CARLO E LAS VEGAS,0
ALGORITMOS RANDOMIZADOS: APLICAÇÕES E DESEMPENHO DOS TIPOS MONTE CARLO E LAS VEGAS,0
AVALIAÇÃO DO ESTADO DE CONSERVAÇÃO DE EDIFICAÇÕES HISTÓRICAS: UM ESTUDO DE CASO NO PRÉDIO DO ANTIGO SIOGE,1
PRINCIPAIS PATOLOGIAS EM REVESTIMENTOS CERÂMICOS DE FACHADAS: ESTUDO DE CASO DE UMA EDIFICAÇÃO PÚBLICA EM SÃO LUÍS-MA,1
PRINCIPAIS PATOLOGIAS EM REVESTIMENTOS CERÂMICOS DE FACHADAS: ESTUDO DE CASO DE UMA EDIFICAÇÃO PÚBLICA EM SÃO LUÍS-MA.,0
DESCARBONIZAÇÃO DO SETOR DA CONSTRUÇÃO CIVIL ATRAVÉS DO USO DO HIDROGÊNIO VERDE NA PRODUÇÃO DO AÇO,1
ANÁLISE DE VIGAS COM APOIOS ELÁSTICOS PELO PROCEDIMENTO DE ANÁLISE MATRICIAL DE ESTRUTURAS: IMPLEMENTAÇÃO COMPUTACIONAL EM LINGUAGEM PYTHON,1
REAPROVEITAMENTO DE RESÍDUOS NA CONSTRUÇÃO CIVIL: ESTUDO DE CASO DE UMA OBRA NO MUNICÍPIO DE SÃO LUÍS -MA.,1
GERENCIAMENTO DE RESÍDUOS SÓLIDOS PRODUZIDOS EM CANTEIROS DE OBRA DA CONSTRUÇÃO CIVIL: UMA NECESSIDADE PARA O DESENVOLVIMENTO SUSTENTÁVEL CONSCIENT E.,0
"MULHERES NOS CURSOS DE ENGENHARIA DA UFMA: DIFICULDADES, DESAFIOS E PERSPECTIVAS",3
DESENVOLVIMENTO DE UM MULTÍMETRO COM APLICAÇÃO DA TECNOLOGIA DE INTERNET DAS COISAS.,2
APRENDIZADO DE MÁQUINA SUPERVISIONADO APLICADO EM ESPECTROS RAMAN PARA DIAGNÓSTICO DE CÂNCER COLORRETAL,2
UMA ANÁLISE BIBLIOMÉTRICA SOBRE TROCADORES DE CALOR APLICADOS AO TRATAMENTO DE EFLUENTES LÍQUIDOS,3
APLICAÇÃO WEB PARA GESTÃO FINANCEIRA,2
UMA AVALIAÇÃO DO MANEJO DOS RESÍDUOS SÓLIDOS DOMICILIARES: POSSIBILIDADES E LIMITAÇÕES DE UMA ATUAÇÃO CIDADÃ NO MUNICÍPIO DE SÃO LUÍS (MA).,5
GERENCIAMENTO DE RESÍDUOS SÓLIDOS URBANOS: UM ESTUDO DE CASO NO MUNICÍPIO DE ALCÂNTARA/MA,0
COURSEBOT: UM CHATBOT PARA AUXILIAR ALUNOS DO ENSINO MÉDIO NA ESCOLHA DE UM CURSO SUPERIOR,2
CAPTURA DE CARBONO: UM ESTUDO DE CASO DO POTENCIAL DE MANGUEZAIS NO MUNICÍPIO DE SÃO LUÍS - MA,5
GERENCIAMENTO DOS RESÍDUOS DA CONSTRUÇÃO CIVIL NOS CANTEIROS DE OBRAS DA CIDADE DE SÃO LUÍS - MA: UM ESTUDO DE CASO,1
MAPAS DE RISCOS DE LABORATÓRIOS UNIVERSITÁRIOS: ESTUDO E DESENVOLVIMENTO DE MAPAS DE RISCOS PARA OS LABORATÓRIOS DO CENTRO DE CIÊNCIAS BIOLÓGICAS E DA SAÚDE (CCBS) DA UNIVERSIDADE FEDERAL DO MARANHÃO.,1
DESCARBONIZAÇÃO DO SETOR DA CONSTRUÇÃO CIVIL ATRAVÉS DO USO DO HIDROGÊNIO VERDE NA PRODUÇÃO DO AÇO,1
ILUMINAÇÃO NATURAL EM ESTABELECIMENTOS COMERCIAIS DE SÃO LUÍS: UMA ABORDAGEM SUSTENTÁVEL PARA REDUÇÃO DE CUSTOS E AUMENTO DO CONFORTO AMBIENTAL,1
USO DE TELEMETRIA NA ATRACAÇÃO DE NAVIOS NO PORTO DO ITAQUI: UMA ANÁLISE DA PROPOSTA E DESAFIOS,3
AVALIAÇÃO DA RESISTÊNCIA ESTRUTURAL DE RESIDÊNCIAS SUJEITAS À VULNERABILIDADE DE OCORRÊNCIAS DE DESLIZAMENTOS,5
UTILIZAÇÃO DE DRONES PARA IDENTIFICAÇÃO DE PATOLOGIAS E CONSTRUÇÃO DE MODELAGEM 3D DE FACHADAS HISTÓRICAS EM SÃO LUIS - MA,4
GESTÃO DE RESÍDUOS DE EQUIPAMENTOS ELETRÔNICOS: DESAFIOS E OPORTUNIDADES.,1
"FLUÍDOS DE CORTE: UMA REVISÃO SOBRE APLICAÇÃO, SELEÇÃO, TRATAMENTO E ASPECTOS NOCIVOS NOS PROCESSOS DE USINAGEM CONVENCIONAL.",3
O IMPACTO DA TECNOLOGIA EM ÓRGÃO DA ADMINISTRAÇÃO PÚBLICA ESTADUAL: UM ESTUDO SOBRE A DIGITALIZAÇÃO DE PROCESSOS ADMINISTRATIVOS,0
VARIAÇÃO ESTACIONAL E ANUAL DA PRECIPITAÇÃO NA CIDADE DE IMPERATRIZ/MA,0
ALGORITMOS RANDOMIZADOS: APLICAÇÕES E DESEMPENHO DOS TIPOS MONTE CARLO E LAS VEGAS,2
DESPESAS EM DIA: UMA SOLUÇÃO MÓVEL ADAPTÁVEL PARA CONTROLE FINANCEIRO INDIVIDUAL E COLETIVO,2
A CONCLUSÃO NOS ARTIGOS CIENTÍFICOS DA ENGENHARIA,1
ANÁLISE FÍSICO-QUÍMICA DE ÁGUAS DO SISTEMA ITALUÍS,0
REAPROVEITAMENTO DE RESÍDUOS NA CONSTRUÇÃO CIVIL: ESTUDODE CASO DE UMA OBRA NO MUNICÍPIO DE SÃO LUÍS -MA.,1
PROJEÇÃO DE EMISSÕES DE GASES DO EFEITO ESTUFA DERIVADOS DE POSSÍVEIS CENÁRIOS DE GERENCIAMENTO DE RESÍDUOS SÓLIDOS URBANOS PARA O MUNICÍPIO DE SÃO LUÍS - MA,5
MONITORAMENTO PARA DETECÇÃO DE FALHAS POR TEMPERATURA E UMIDADE EM PAINÉIS ELÉTRICOS,2
"FLUÍDOS DE CORTE: UMA REVISÃO SOBRE APLICAÇÃO, SELEÇÃO, TRATAMENTO E ASPECTOS NOCIVOS NOS PROCESSOS DE USINAGEM CONVENCIONAL.",3
DESPESAS EM DIA: UMA SOLUÇÃO MÓVEL ADAPTÁVEL PARA CONTROLE FINANCEIRO INDIVIDUAL E COLETIVO,0
COURSEBOT: UM CHATBOT PARA AUXILIAR ALUNOS DO ENSINO MÉDIO NA ESCOLHA DE UM CURSO SUPERIOR,1
PROPOSTA DE APLICAÇÃO MOBILE PARA GERENCIAMENTO DE PEQUENOS NEGÓCIOS,0
MONITORAMENTO AMBIENTAL DE LÍNGUA NEGRA COM USO DE DRONE E PROCESSAMENTO DE IMAGENS.,5
INFLUÊNCIA DE UM SISTEMA AGITADO PARA O RESFRIAMENTO DE UM TROCADOR DE CALOR DO TIPO VASO ENCAMISADO COM SERPENTINA,3
ESTUDO DAS MEDIDAS QUE CONTRIBUEM PARA MINIMIZAR IMPACTOS AMBIENTAIS OCASIONADOS PELA UTILIZAÇÃO DE FLUIDOS DE CORTE,3
INTELIGÊNCIA ARTIFICIAL E XADREZ: UM ESTUDO SOBRE COMO COMPUTADORES JOGAM XADREZ,0
REAPROVEITAMENTO DE RESÍDUOS NA CONSTRUÇÃO CIVIL: ESTUDO DE CASO DE UMA OBRA NO MUNICÍPIO DE SÃO LUÍS -MA.,5
A APLICAÇÃO DE MÉTODOS ÁGEIS EM EQUIPES PEQUENAS DE DESENVOLVIMENTO SOFTWARE,0
DESENVOLVIMENTO WEB DE UM PORTAL PARA MELHORIA DO ACOMPANHAMENTO DOS EGRESSOS DA PÓS-GRADUAÇÃO EM CIÊNCIA DA COMPUTAÇÃO DA UNIVERSIDADE FEDERAL DO MARANHÃO.,2
"APLICAÇÕES DA INTELIGÊNCIA ARTIFICIAL NA EDUCAÇÃO, SAÚDE E SEGURANÇA DIGITAL: ESTUDO EXPLORATÓRIO BASEADO NA REVISÃO SISTEMÁTICA NA LITERATURA.",2
HANS+: UMA FERRAMENTA DE ACOMPANHAMENTO E INFORMAÇÕES SOBRE A HANSENÍASE,2
IMPLEMENTAÇÃO DE PLACAS SOLARES EM PARADAS DE ÔNIBUS: ESTIMATIVAS PARA SÃO LUÍS-MA E CAMINHOS PARA UMA SMART CITY SUSTENTÁVEL,0
INSPEÇÕES COM ONDAS ULTRASSÔNICAS PARA DETECÇÃO DE DEFEITOS EM TRILHOS: UM ESTUDO DE CASO NA ESTRADA DE FERRO CARAJÁS.,0
PROTÓTIPO COM USO DE GSM E RFID PARA FISCALIZAÇÃO DE VAGAS DE TRÂNSITO PRIORITÁRIA,2
"SISTEMAS DE ADUÇÃO DE ÁGUA _x0096_ REVISÃO BIBLIOGRÁFICA DOS CONCEITOS, CLASSIFICAÇÕES E ASPECTOS DE PROJETOS",0
METODOLOGIA PARA INSPEÇÃO DE COBERTURAS PREDIAIS COM USO DE DRONES E ORTOFOTOS,1
IMPLEMENTAÇÃO DE UM SISTEMA MINI DE ENERGIA SOLAR ATRAVÉS DE LED'S FOTOVOLTAICOS DE BAIXA VOLTAGEM,4
CLASSIFICAÇÃO DE PISTACHE PARA AUXÍLIO DE CADEIA PRODUTIVA UTILIZANDO DEEP LEARNING,2
SENSORYMAP: O USO DO ACELERÔMETRO EM APLICATIVOS PARA AUXILIAR PESSOAS COM DEFICIÊNCIA VISUAL,2
IMPLEMENTAÇÃO DE PLACAS SOLARES EM PARADAS DE ÔNIBUS: ESTIMATIVAS PARA SÃO LUÍS-MA E CAMINHOS PARA UMA SMART CITY SUSTENTÁVEL,5
VARIAÇÕES ORÇAMENTÁRIAS NAS DIFERENTES FASES DA METODOLOGIA FEL NO GERENCIAMENTO DE PROJETOS - ESTUDO DE CASO DE UMA ARENA ESPORTIVA EM SÃO LUÍS - MA.,1
"APLICAÇÕES DA INTELIGÊNCIA ARTIFICIAL NA EDUCAÇÃO, SAÚDE E SEGURANÇA DIGITAL: ESTUDO EXPLORATÓRIO BASEADO NA REVISÃO SISTEMÁTICA NA LITERATURA.",0
ESTUDO DA FOLHA DE VELOSTAT PARA FINS DE USO COMO SENSORES RESISTIVOS,3
IMPACTO DOS ACESSOS A RECURSOS EDUCACIONAIS NA APROVAÇÃO EM EAD: UMA ABORDAGEM ESTATÍSTICA E PREDITIVA,2
AVALIAÇÃO DA COMUNICAÇÃO NO DESENVOLVIMENTO DE SOFTWARE,2
"APLICAÇÕES DA INTELIGÊNCIA ARTIFICIAL NA EDUCAÇÃO, SAÚDE E SEGURANÇA DIGITAL: ESTUDO EXPLORATÓRIO BASEADO NA REVISÃO SISTEMÁTICA NA LITERATURA.",2
API DE RECARGA VIA PIX PARA RESTAURANTE UNIVERSITÁRIO,0
AVALIAÇÃO DOS ASPECTOS SOCIOAMBIENTAIS DA LAGOA DA JANSEN E SUA CONTRIBUIÇÃO PARA AGENDA 30,0
INDUÇÃO À CORROSÃO E CARACTERIZAÇÃO DO CONCRETO ARMADO POR ANÁLISES ELETROQUÍMICAS,3
ELABORAÇÃO DE PROJETO MECÂNICO DE UM EXOESQUELETO PARA APLICAÇÃO EM PACIENTES VÍTIMAS DE ACIDENTE VASCULAR ENCEFÁLICO,4
APLICAÇÃO WEB PARA A AUTOMAÇÃO DE PROCESSOS DA PREVIDÊNCIA,2
APLICAÇÃO WEB PARA A AUTOMAÇÃO DE PROCESSOS DA PREVIDÊNCIA,0
HANS+: UMA FERRAMENTA DE ACOMPANHAMENTO E INFORMAÇÕES SOBRE A HANSENÍASE,2
CLASSIFICAÇÃO DE PISTACHE PARA AUXÍLIO DE CADEIA PRODUTIVA UTILIZANDO DEEP LEARNING,0
DETECÇÃO DE OUTLIERS USANDO LOCAL OUTLIER FACTOR NO PROCESSAMENTO DE BATIMETRIAS,0
ESTUDO DA FOLHA DE VELOSTAT PARA FINS DE USO COMO SENSORES RESISTIVOS,2
A APLICAÇÃO DE MÉTODOS ÁGEIS EM EQUIPES PEQUENAS DE DESENVOLVIMENTO SOFTWARE,0
ESTUDO DE BACIA HIDROGRÁFICA PARA REALIZAÇÃO DE SISTEMA DE DRENAGEM DE ÁGUAS PLUVIAIS PARA EMPREENDIMENTO LOCALIZADO NO MUNICÍPIO DE RAPOSA,0
IMPLEMENTAÇÃO DE PLACAS SOLARES EM PARADAS DE ÔNIBUS: ESTIMATIVAS PARA SÃO LUÍS-MA E CAMINHOS PARA UMA SMART CITY SUSTENTÁVEL,0
IMPLEMENTAÇÃO DE UM SISTEMA MINI DE ENERGIA SOLAR ATRAVÉS DE LED'S FOTOVOLTAICOS DE BAIXA VOLTAGEM,5
PROTÓTIPO COM USO DE GSM E RFID PARA FISCALIZAÇÃO DE VAGAS DE TRÂNSITO PRIORITÁRIA,2
A APLICAÇÃO DE MÉTODOS ÁGEIS EM EQUIPES PEQUENAS DE DESENVOLVIMENTO SOFTWARE,0
IMPLEMENTAÇÃO E APLICAÇÕES DE UM ALGORITMO GENÉTICO PARA PROBLEMAS DE OTIMIZAÇÃO,1
DESENVOLVIMENTO WEB DE UM PORTAL PARA MELHORIA DO ACOMPANHAMENTO DOS EGRESSOS DA PÓS-GRADUAÇÃO EM CIÊNCIA DA COMPUTAÇÃO DA UNIVERSIDADE FEDERAL DO MARANHÃO.,2
HANS+: UMA FERRAMENTA DE ACOMPANHAMENTO E INFORMAÇÕES SOBRE A HANSENÍASE,0
AVALIAÇÃO DOS ASPECTOS SOCIOAMBIENTAIS DA LAGOA DA JANSEN E SUA CONTRIBUIÇÃO PARA AGENDA 30,0
CLASSIFICAÇÃO DE PISTACHE PARA AUXÍLIO DE CADEIA PRODUTIVA UTILIZANDO DEEP LEARNING,2
ESTUDO DA FOLHA DE VELOSTAT PARA FINS DE USO COMO SENSORES RESISTIVOS,2
AVALIAÇÃO DO DESCARTE INADEQUADO DE RESÍDUOS SÓLIDOS E SEUS IMPACTOS NOS SISTEMAS DE DRENAGEM NO MERCADO CENTRAL EM SÃO LUÍS (MA),0
IMPACTO DOS ACESSOS A RECURSOS EDUCACIONAIS NA APROVAÇÃO EM EAD: UMA ABORDAGEM ESTATÍSTICA E PREDITIVA,2
AVALIAÇÃO DA COMUNICAÇÃO NO DESENVOLVIMENTO DE SOFTWARE,4
AVALIAÇÃO DOS ASPECTOS SOCIOAMBIENTAIS DA LAGOA DA JANSEN E SUA CONTRIBUIÇÃO PARA AGENDA 30,0
A UTILIZAÇÃO DO GEOGEBRA COMO RECURSO COMPUTACIONAL NO ENSINO DE CÁLCULO DIFERENCIAL E INTEGRAL E DE VETORES E GEOMETRIA ANALÍTICA: APLICAÇÕES NO BACHARELADO INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA - BICT,2
METODOLOGIA DE INSPEÇÃO DE COBERTURAS PREDIAIS COM USO DE ORTOFOTOS OBTIDAS POR DRONE COM PROCESSAMENTO DE IMAGEM,1
IMPACTO DO REUSO DE RESÍDUOS SÓLIDOS NA ANÁLISE DO CICLO DE VIDA DE OBRAS DE CONSTRUÇÃO CIVIL,0
PROTÓTIPO COM USO DE GSM E RFID PARA FISCALIZAÇÃO DE VAGAS DE TRÂNSITO PRIORITÁRIA,3
MÉTODO DE NEWTON PARA ENCONTRAR ZEROS REAIS DE FUNÇÕES REAIS,0
